target_id,variant_label,repetition_index,guesser_model,judge_model,guesser_reasoning_effort,judge_reasoning_effort,guesser_reasoning,judge_reasoning,run_id,mode,target_name,solved,turns_used,false_positive,final_question,final_question_correct,error,error_type,guesser_w_effort
animal_octopus,claude-opus-4-6,52,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0052__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,30,,Is the hidden target an octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,52,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0052__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,30,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,52,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0052__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,26,,Is the target Marie Curie?,True,,,gemini-3.1-flash-lite-preview
person_marie_curie,gpt-5.4-mini,52,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0052__full-game-test__openai__gpt-5.4-mini,full-game-test,Marie Curie,True,10,,Was the person Marie Curie?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,53,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0053__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,19,,Is the hidden target an octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,53,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0053__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,19,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,53,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0053__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,19,,Is the target Marie Curie?,True,,,gemini-3.1-flash-lite-preview
person_marie_curie,gpt-5.4-mini,53,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0053__full-game-test__openai__gpt-5.4-mini,full-game-test,Marie Curie,True,9,,Was the person Marie Curie?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,54,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0054__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,19,,Is the hidden target the octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,54,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0054__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,42,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,54,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0054__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,16,,Is the target Marie Curie?,True,,,gemini-3.1-flash-lite-preview
person_marie_curie,gpt-5.4-mini,54,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0054__full-game-test__openai__gpt-5.4-mini,full-game-test,Marie Curie,True,10,,Was the person Marie Curie?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,55,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0055__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,19,,Is the hidden target an octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,55,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0055__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,29,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,55,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0055__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,40,,Is the hidden target Marie Curie?,True,,,gemini-3.1-flash-lite-preview
person_marie_curie,gpt-5.4-mini,55,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0055__full-game-test__openai__gpt-5.4-mini,full-game-test,Marie Curie,True,11,,Was she Marie Curie?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,56,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0056__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,27,,Is the hidden target an octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,56,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0056__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,47,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,56,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0056__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,27,,Is this person Marie Curie?,True,,,gemini-3.1-flash-lite-preview
person_marie_curie,gpt-5.4-mini,56,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0056__full-game-test__openai__gpt-5.4-mini,full-game-test,Marie Curie,True,10,,Was the person Marie Curie?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,57,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0057__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,17,,Is the hidden target the octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,57,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0057__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,42,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,57,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0057__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,15,,Is the target Marie Curie?,True,,,gemini-3.1-flash-lite-preview
person_marie_curie,gpt-5.4-mini,57,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0057__full-game-test__openai__gpt-5.4-mini,full-game-test,Marie Curie,True,7,,Was the person Marie Curie?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,58,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0058__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,16,,"Does the hidden target have eight arms and no tentacles (i.e., is it an octopus)?",True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,58,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0058__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,29,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,58,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0058__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,15,,Was this person Marie Curie?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,58,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0058__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,29,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,59,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0059__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,15,,Is the hidden target an octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-opus-4-6,59,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0059__full-game-test__anthropic__claude-opus-4-6,full-game-test,umbrella,True,20,,Is the hidden target an umbrella?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,gemini-3.1-flash-lite-preview,59,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0059__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,False,80,,Is the hidden target a carcass?,False,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,59,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0059__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,28,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-opus-4-6,60,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0060__full-game-test__anthropic__claude-opus-4-6,full-game-test,octopus,True,16,,Is the hidden target an octopus?,True,,,claude-opus-4-6_budget_2048
object_umbrella,claude-sonnet-4-5,60,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0060__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,25,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,60,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0060__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,15,,Is the target Busan?,True,,,gemini-3-flash-preview
person_marie_curie,gemini-3.1-flash-lite-preview,60,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0060__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Marie Curie,True,21,,Was the target Marie Curie?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,60,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0060__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,27,,Is the fictional character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,61,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0061__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,17,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,61,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0061__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,False,80,,Is the target a kill switch?,False,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,61,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0061__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,12,,Is the target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,61,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0061__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,17,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,61,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0061__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,38,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,62,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0062__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,19,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,62,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0062__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,29,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,62,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0062__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,13,,Is the target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,62,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0062__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,26,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,62,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0062__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,41,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,63,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0063__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,20,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,63,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0063__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,False,80,,Is the target an arc flash shield?,False,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,63,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0063__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,11,,Is the target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,63,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0063__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,13,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,63,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0063__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,31,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,64,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0064__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,16,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,64,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0064__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,False,80,,Is the target a USB flash drive?,False,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,64,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0064__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,14,,Is the city Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,64,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0064__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,False,80,,Is the target a social norm or custom?,False,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,64,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0064__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,22,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,65,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0065__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,13,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,65,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0065__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,False,80,,Is the target a safety curtain (such as a fire curtain in a theater)?,False,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,65,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0065__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,14,,Is the hidden target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,65,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0065__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,39,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,65,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0065__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,37,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,66,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0066__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,19,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,66,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0066__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,41,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,66,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0066__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,15,,Is the hidden target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,66,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0066__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,16,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,66,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0066__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,46,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,67,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0067__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,20,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,67,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0067__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,22,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,67,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0067__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,11,,Is the target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,67,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0067__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,20,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,67,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0067__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,27,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,68,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0068__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,15,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,68,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0068__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,34,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,68,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0068__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,11,,Is the target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,68,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0068__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,31,,Is the target Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,68,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0068__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,36,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,69,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0069__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,18,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,69,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0069__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,43,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,69,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0069__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,15,,Is the target Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,69,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0069__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,58,,Is the character Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,69,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0069__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,True,60,,Is the character Gandalf?,True,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,70,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0070__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,19,,Is the hidden target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,70,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0070__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,True,36,,Is the target an umbrella?,True,,,claude-sonnet-4-5_budget_2048
place_busan,gemini-3-flash-preview,70,gemini-3-flash-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0070__full-game-test__gemini__gemini-3-flash-preview,full-game-test,Busan,True,11,,Is the target the city of Busan?,True,,,gemini-3-flash-preview
character_gandalf,gemini-3.1-flash-lite-preview,70,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0070__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,Gandalf,True,21,,Is the target Gandalf?,True,,,gemini-3.1-flash-lite-preview
character_gandalf,gpt-5.4-mini,70,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0070__full-game-test__openai__gpt-5.4-mini,full-game-test,Gandalf,False,80,,Is the target a tumor?,False,,,gpt-5.4-mini_high
animal_octopus,claude-sonnet-4-5,71,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0071__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,octopus,True,16,,Is the target an octopus?,True,,,claude-sonnet-4-5_budget_2048
object_umbrella,claude-sonnet-4-5,71,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0071__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,umbrella,False,80,,"Is the target primarily used for gripping, pinching, or holding small objects precisely?",False,,,claude-sonnet-4-5_budget_2048
